p_recall,delta_days,history_seen,history_correct,session_seen,session_correct,hour_of_day,learning_language,lexeme_string
1.0,2.038622685185185,8,6,2,2,17,en,juice/juice<n><sg>
1.0,28.956539351851852,5,5,4,4,19,es,falda/falda<n><f><sg>
1.0,3.011400462962963,20,18,1,1,16,en,skirts/skirt<n><pl>
1.0,0.008784722222222222,2,2,1,1,21,es,blanco/blanco<adj><m><sg>
1.0,0.0037847222222222223,16,13,1,1,20,es,gato/gato<n><m><sg>
1.0,8.247627314814816,13,13,2,2,22,de,welchem/welch<det><ind><m><sg><dat><st>
1.0,0.00375,12,12,1,1,9,es,la/el<det><def><f><sg>
0.75,12.057523148148148,6,6,4,3,0,en,please/please<adv>
1.0,0.009479166666666667,3,3,1,1,10,en,lemon/lemon<n><sg>
0.0,14.793819444444445,3,3,1,0,20,es,verano/verano<n><m><sg>
1.0,189.2420023148148,7,6,1,1,22,en,boy/boy<n><sg>
1.0,0.0038657407407407408,17,15,2,2,21,en,where/where<adv><itg>
1.0,0.0033333333333333335,2,2,1,1,2,fr,<*sf>/agir<vblex><pri><*pers><*numb>
1.0,125.70417824074075,7,7,1,1,22,en,bear/bear<n><sg>
1.0,0.0016319444444444445,3,3,2,2,20,es,encuentran/encontrar<vblex><pri><p3><pl>
1.0,0.004733796296296297,4,3,5,5,0,it,<*sf>/municipio<n><m><*numb>
0.666666666667,0.16001157407407407,4,3,3,2,14,fr,sucre/sucre<n><m><sg>
1.0,0.004965277777777778,5,5,2,2,11,es,supuesto/suponer<vblex><pp><m><sg><@past_perfect>
0.5,0.6577546296296296,3,3,2,1,14,en,cats/cat<n><pl>
1.0,0.022164351851851852,8,7,1,1,20,pt,mulher/mulher<n><f><sg>
0.5,1.1121527777777778,9,6,2,1,23,es,tienes/tener<vblex><pri><p2><sg>
1.0,0.9319444444444445,17,16,1,1,3,es,tú/prpers<prn><tn><p2><mf><sg>
1.0,0.025925925925925925,6,6,1,1,19,en,interview/interview<n><sg>
1.0,0.004733796296296297,11,10,1,1,14,fr,noir/noir<adj><m><sg>
1.0,14.129710648148148,4,4,1,1,18,es,puerta/puerta<n><f><sg>
0.0,0.002638888888888889,25,24,1,0,21,fr,c'/ce<prn><tn><nt><sg>
1.0,1.0267708333333334,13,13,5,5,22,es,son/ser<vbser><pri><p3><pl>
1.0,0.3347800925925926,1,1,1,1,16,es,fresa/fresa<n><f><sg>
1.0,5.046111111111111,11,9,2,2,3,es,mujeres/mujer<n><f><pl>
1.0,0.0038657407407407408,8,7,1,1,4,it,lo/il<det><def><m><sg>
0.0,0.008043981481481482,6,5,1,0,12,pt,comemos/comer<vblex><pri><p1><pl>
1.0,5.9699884259259255,3,3,1,1,21,en,am/be<vbser><pri><p1><sg>
1.0,0.9690625,30,29,1,1,1,en,water/water<n><sg>
1.0,0.003263888888888889,19,17,1,1,14,en,apple/apple<n><sg>
1.0,0.004293981481481481,3,3,1,1,1,es,simplemente/simplemente<adv>
1.0,12.8053125,3,3,3,3,15,it,arrivederci/arrivederci<ij>
0.666666666667,85.48466435185185,5,4,3,2,22,es,entrada/entrada<n><f><sg>
0.5,9.396145833333334,2,2,2,1,15,fr,<*sf>/cacher<vblex><pri><*pers><*numb>
0.0,36.2272337962963,6,6,1,0,3,es,dejar/dejar<vblex><inf>
1.0,86.08990740740741,8,7,1,1,17,es,el/el<det><def><m><sg>
1.0,0.012106481481481482,9,9,3,3,21,de,unter/unter<pr><acc>
1.0,0.0039004629629629628,5,4,2,2,13,en,crab/crab<n><sg>
1.0,0.0026157407407407405,6,5,1,1,19,it,formaggio/formaggio<n><m><sg>
1.0,6.944444444444444e-05,6,5,1,1,10,es,polvo/polvo<n><m><sg>
1.0,29.99621527777778,2,2,1,1,5,es,papa/papa<n><f><sg>
1.0,1.127361111111111,6,5,1,1,14,en,chicken/chicken<n><sg>
0.75,1.9901967592592593,2,2,4,3,2,en,juice/juice<n><sg>
1.0,7.10337962962963,2,2,1,1,21,de,gefällt/gefallen<vblex><pri><p3><sg>
0.8,0.007893518518518518,19,15,5,4,6,es,hombre/hombre<n><m><sg>
1.0,16.979305555555555,11,11,3,3,18,fr,fille/fille<n><f><sg>
1.0,19.831956018518518,2,2,2,2,1,en,lemon/lemon<n><sg>
1.0,0.02087962962962963,16,15,3,3,1,it,è/essere<vbser><pri><p3><sg>
0.0,82.60891203703704,3,3,1,0,14,es,ir/ir<vblex><inf>
0.0,46.374467592592595,4,3,1,0,15,en,our/our<det><pos><sp>
0.0,9.804143518518519,15,15,1,0,15,pt,meninos/menino<n><m><pl>
1.0,14.034733796296296,25,17,1,1,16,es,ésta/éste<prn><tn><f><sg>
1.0,0.002777777777777778,16,14,6,6,18,de,mann/mann<n><m><sg><nom>
0.0,0.5354976851851851,9,6,1,0,16,de,wasser/wasser<n><nt><sg><acc>
1.0,0.005694444444444445,3,3,1,1,16,en,attorney/attorney<n><sg>
1.0,7.298622685185185,3,3,1,1,6,en,not/not<adv>
1.0,2.002337962962963,23,23,2,2,20,es,diarios/diario<n><m><pl>
1.0,2.136041666666667,3,3,3,3,6,es,los/el<det><def><m><pl>
1.0,0.0032407407407407406,26,26,2,2,3,pt,você/você<prn><tn><p3><mf><sg>
1.0,20.578287037037036,31,28,1,1,13,fr,c'/ce<prn><tn><nt><sg>
1.0,36.357083333333335,17,16,1,1,17,fr,hommes/homme<n><m><pl>
1.0,0.00866898148148148,12,11,1,1,2,en,sandwich/sandwich<n><sg>
1.0,54.9925462962963,10,10,1,1,22,en,her/prpers<prn><obj><p3><f><sg>
1.0,0.01806712962962963,53,48,1,1,14,es,me/prpers<prn><pro><p1><mf><sg>
1.0,1.2860763888888889,2,2,1,1,2,es,corremos/correr<vblex><pri><p1><pl>
1.0,0.37475694444444446,14,14,2,2,19,fr,riz/riz<n><m><sp>
1.0,0.0007986111111111112,7,6,1,1,13,de,apfel/apfel<n><m><sg><acc>
1.0,0.0038773148148148148,22,19,1,1,10,es,no/no<adv>
1.0,0.12261574074074075,3,3,3,3,21,fr,rouge/rouge<adj><mf><sg>
1.0,1.6051041666666668,2,1,1,1,11,en,pants/pants<n><pl>
1.0,0.015277777777777777,6,5,2,2,4,es,vino/vino<n><m><sg>
1.0,0.012291666666666666,13,12,1,1,12,de,tisch/tisch<n><m><sg><acc>
1.0,29.894791666666666,5,5,1,1,17,en,chest/chest<n><sg>
1.0,0.0028472222222222223,21,21,1,1,21,it,mangi/mangiare<vblex><pri><p2><sg>
1.0,0.0015162037037037036,4,3,1,1,5,en,woman/woman<n><sg>
0.0,1.1099305555555556,25,21,1,0,19,en,or/or<cnjcoo>
0.0,0.002905092592592593,5,5,1,0,13,pt,<*sf>/bolsa<n><f><*numb>
1.0,22.211342592592594,21,21,1,1,22,en,hello/hello<ij>
1.0,0.01912037037037037,9,8,6,6,3,en,it/prpers<prn><subj><p3><nt><sg>
1.0,38.41034722222222,4,3,1,1,8,fr,lisent/lire<vblex><pri><p3><pl>
1.0,10.164814814814815,2,1,1,1,4,en,dogs/dog<n><pl>
1.0,0.001979166666666667,5,5,2,2,12,fr,fille/fille<n><f><sg>
1.0,0.001574074074074074,36,36,1,1,21,es,pato/pato<n><m><sg>
1.0,284.0009259259259,2,2,1,1,17,es,exactamente/exactamente<adv>
1.0,3.2870601851851853,10,8,4,4,1,en,my/my<det><pos><sp>
1.0,0.8212152777777778,18,15,1,1,18,it,lei/lui<prn><tn><p3><f><sg>
1.0,58.12706018518519,5,5,1,1,17,de,lehrer/lehrer<n><m><sg><dat>
1.0,0.008206018518518519,5,5,1,1,4,en,cycle/cycle<n><sg>
1.0,0.9625347222222222,6,6,5,5,3,fr,écrivons/écrire<vblex><pri><p1><pl>
1.0,5.586516203703703,9,9,1,1,10,fr,es/être<vbser><pri><p2><sg>
1.0,0.10119212962962963,260,248,1,1,16,en,women/woman<n><pl>
0.75,57.1402662037037,26,25,4,3,9,en,we/prpers<prn><subj><p1><mf><pl>
1.0,0.0009953703703703704,17,12,2,2,16,en,book/book<n><sg>
0.0,19.946458333333332,4,4,1,0,12,de,isst/essen<vblex><pri><p2><sg>
1.0,0.0033912037037037036,5,5,1,1,15,de,tierwelt/tier<n>+welt<n><f><sg><nom>
1.0,0.0010416666666666667,90,77,1,1,21,fr,enfants/enfant<n><mf><pl>
1.0,0.9515393518518519,5,4,2,2,18,en,juice/juice<n><sg>
1.0,7.003101851851852,2,2,1,1,0,pt,<*sf>/caminhar<vblex><pri><*pers><*numb>
1.0,3.1517708333333334,2,1,1,1,2,es,faldas/falda<n><f><pl>
1.0,0.008449074074074074,12,9,2,2,23,fr,ce/ce<prn><tn><nt>
1.0,0.0038194444444444443,4,4,1,1,19,de,beziehung/beziehung<n><f><sg><nom>
1.0,0.03231481481481482,68,68,1,1,1,it,<*sf>/bere<vblex><pri><*pers><*numb>
1.0,4.245405092592593,8,8,3,3,3,es,bebe/beber<vblex><pri><p3><sg>
1.0,1.5644328703703703,3,3,1,1,2,es,mía/mío<adj><pos><f><sg>
1.0,0.009027777777777777,20,19,1,1,3,en,milk/milk<n><sg>
0.888888888889,0.32241898148148146,8,8,9,8,2,en,am/be<vbser><pri><p1><sg>
0.5,0.062141203703703705,3,3,2,1,6,de,sehen/sehen<vblex><pri><p1><pl>
1.0,0.10046296296296296,433,381,1,1,0,en,to/to<pr>
1.0,59.5728125,2,2,1,1,20,de,tisch/tisch<n><m><sg><acc>
1.0,0.8380671296296296,27,25,2,2,19,en,are/be<vbser><pres>
1.0,8.656493055555556,7,7,1,1,7,de,das/das<det><def><nt><sg><nom>
1.0,0.0017939814814814815,3,3,1,1,19,en,books/book<n><pl>
1.0,1.012337962962963,133,120,1,1,11,en,our/our<det><pos><sp>
1.0,0.0038425925925925928,3,3,2,2,23,en,returned/return<vblex><pp><@future_perfect>
0.5,10.959594907407407,9,8,2,1,14,en,tomato/tomato<n><sg>
0.833333333333,20.205555555555556,5,4,6,5,3,fr,et/et<cnjcoo>
1.0,1.9661111111111111,7,6,1,1,0,en,chicken/chicken<n><sg>
1.0,0.0018055555555555555,21,19,1,1,0,fr,mange/manger<vblex><pri><p3><sg>
1.0,0.07362268518518518,51,48,3,3,9,en,man/man<n><sg>
1.0,1.2978356481481481,4,4,2,2,2,es,tiene/tener<vblex><pri><p3><sg>
1.0,3.1149074074074075,2,1,2,2,20,en,food/food<n><sg>
0.0,21.03615740740741,6,6,1,0,15,fr,lui/lui<prn><pro><p3><mf><sg>
1.0,7.489826388888889,3,3,1,1,18,es,bebes/beber<vblex><pri><p2><sg>
0.5,0.8019675925925925,107,100,2,1,15,en,at/at<pr>
1.0,0.001238425925925926,5,4,5,5,9,es,vuelto/volver<vblex><pp><m><sg><@future_perfect>
1.0,5.894652777777778,35,32,1,1,13,es,su/suyo<det><pos><mf><sg>
0.0,0.0013310185185185185,8,5,1,0,13,es,hombre/hombre<n><m><sg>
1.0,0.009074074074074075,5,4,1,1,16,en,lunch/lunch<n><sg>
1.0,13.260243055555556,18,17,1,1,2,fr,lit/lire<vblex><pri><p3><sg>
0.666666666667,0.0020949074074074073,7,6,3,2,16,en,drink/drink<vblex><pres>
1.0,31.777118055555555,3,3,1,1,7,fr,lion/lion<n><m><sg>
1.0,11.070821759259259,2,2,1,1,1,fr,légère/léger<adj><f><sg>
1.0,42.37866898148148,8,8,2,2,23,en,myself/myself<prn><ref><p1><mf><sg>
1.0,0.0050578703703703706,2,2,2,2,7,it,crema/crema<n><f><sg>
1.0,0.0021643518518518518,43,36,1,1,0,es,bebe/beber<vblex><pri><p3><sg>
1.0,1.4593055555555556,3,3,4,4,21,it,olio/olio<n><m><sg>
1.0,0.0037847222222222223,18,17,2,2,2,en,whose/whose<prn><itg><mf><sp>
1.0,6.287349537037037,3,3,3,3,1,fr,a/avoir<vblex><pri><p3><sg>
1.0,21.24886574074074,20,20,1,1,5,es,mujer/mujer<n><f><sg>
1.0,0.003726851851851852,30,28,1,1,22,fr,femme/femme<n><f><sg>
1.0,3.2172569444444443,1,1,1,1,1,de,tomate/tomate<n><f><sg><*case>
1.0,0.1442476851851852,12,11,11,11,23,en,am/be<vbser><pri><p1><sg>
1.0,0.0018287037037037037,4,4,3,3,5,es,hola/hola<ij>
1.0,1.0219560185185186,14,14,1,1,18,en,parents/parent<n><pl>
1.0,0.5152662037037037,4,3,1,1,13,es,escribe/escribir<vblex><pri><p3><sg>
1.0,0.003935185185185185,7,6,1,1,16,en,parents/parent<n><pl>
1.0,14.73519675925926,14,13,3,3,15,en,read/read<vblex><pres>
1.0,0.30832175925925925,3,2,4,4,1,en,man/man<n><sg>
1.0,0.0017592592592592592,10,10,1,1,1,es,pasta/pasta<n><f><sg>
1.0,0.10162037037037037,19,17,1,1,23,en,cat/cat<n><sg>
1.0,15.422453703703704,10,10,1,1,17,en,white/white<adj><sint>
1.0,0.052141203703703703,19,18,1,1,23,en,bird/bird<n><sg>
1.0,0.0019560185185185184,2,2,2,2,1,it,bevi/bere<vblex><pri><p2><sg>
1.0,0.004525462962962963,5,4,1,1,16,en,guard/guard<n><sg>
1.0,4.092569444444444,2,2,1,1,19,it,<*sf>/minuto<n><m><*numb>
1.0,3.419849537037037,2,2,1,1,8,de,freund/freund<n><m><sg><nom>
1.0,0.8710069444444445,5,4,1,1,21,en,are/be<vbser><pres>
1.0,3.501724537037037,37,36,3,3,23,es,un/uno<det><ind><m><sg>
1.0,0.011296296296296296,7,7,1,1,21,en,cats/cat<n><pl>
1.0,0.5862037037037037,3,2,1,1,15,en,hour/hour<n><sg>
0.75,0.004027777777777778,82,72,4,3,1,en,a/a<det><ind><sg>
0.833333333333,6.925532407407408,29,28,6,5,15,es,nadamos/nadar<vblex><pri><p1><pl>
1.0,2.026759259259259,4,4,1,1,22,fr,<*sf>/gratuit<adj><*gndr><*numb>
0.333333333333,2.839490740740741,3,3,3,1,20,en,menu/menu<n><sg>
1.0,0.022569444444444444,3,3,1,1,19,es,negro/negro<adj><m><sg>
1.0,2.0942824074074076,236,220,3,3,15,en,mirror/mirror<n><sg>
1.0,0.00931712962962963,128,115,1,1,10,en,is/be<vbser><pri><p3><sg>
1.0,0.0033564814814814816,9,8,1,1,17,en,eat/eat<vblex><pres>
1.0,1.9616782407407407,3,3,1,1,12,es,mamá/mamá<n><f><sg>
1.0,0.0069791666666666665,6,6,1,1,22,en,artists/artist<n><pl>
1.0,0.020856481481481483,3,2,1,1,11,en,like/like<vblex><inf><@past>
1.0,0.0030439814814814813,11,10,1,1,1,es,elefante/elefante<n><m><sg>
1.0,0.003136574074074074,10,9,2,2,2,en,how/how<adv><itg>
1.0,0.6887384259259259,2,2,2,2,15,en,<*sf>/son<n><*numb>
1.0,0.005416666666666667,2,2,1,1,23,en,clothes/clothes<n><pl>
1.0,1.745648148148148,6,6,1,1,20,es,leche/leche<n><f><sg>
1.0,48.20931712962963,8,7,1,1,0,es,manzana/manzana<n><f><sg>
0.666666666667,22.006724537037037,67,60,3,2,17,en,them/prpers<prn><obj><p3><mf><pl>
1.0,23.086331018518518,11,9,3,3,0,fr,dix/dix<num><mf><sp>
1.0,2.917546296296296,13,12,3,3,19,en,decade/decade<n><sg>
0.5,13.264965277777778,42,41,2,1,16,es,pan/pan<n><m><sg>
1.0,3.728900462962963,4,4,1,1,20,es,si/si<cnjadv>
1.0,1.1034606481481481,37,32,1,1,12,en,one/one<num><sg>
1.0,2.234814814814815,11,11,1,1,16,en,in/in<pr>
1.0,12.508877314814814,6,6,1,1,8,en,they/prpers<prn><subj><p3><mf><pl>
1.0,0.09635416666666667,4,4,2,2,14,de,es/es<prn><p3><nt><sg><nom>
1.0,0.002511574074074074,14,11,2,2,23,en,shirt/shirt<n><sg>
1.0,0.012233796296296296,99,92,1,1,2,en,is/be<vbser><pri><p3><sg>
1.0,0.446724537037037,2,2,1,1,21,en,drive/drive<vblex><pres>
1.0,16.484895833333333,5,4,2,2,17,it,animali/animale<n><m><pl>
1.0,0.0013657407407407407,634,586,1,1,3,en,shirts/shirt<n><pl>
1.0,36.95482638888889,4,3,1,1,9,es,libro/libro<n><m><sg>
0.8,0.0034953703703703705,13,11,5,4,12,de,links/links<adv>
1.0,28.918877314814814,3,2,5,5,2,fr,hier/hier<adv>
1.0,6.196701388888889,3,3,1,1,22,es,explicó/explicar<vblex><ifi><p3><sg>
1.0,5.373865740740741,23,20,1,1,0,es,rojos/rojo<adj><m><pl>
1.0,0.0022453703703703702,28,27,1,1,14,es,queso/queso<n><m><sg>
1.0,6.9431365740740745,35,33,2,2,15,de,ein/ein<det><ind><nt><sg><acc>
1.0,1.0058333333333334,1,1,1,1,7,fr,quelles/quel<adj><itg><f><pl>
0.0,8.357962962962963,2,2,1,0,1,en,easily/easily<adv>
1.0,0.012523148148148148,7,7,1,1,14,en,beef/beef<n><sg>
1.0,7.306087962962963,3,2,3,3,1,en,dinner/dinner<n><sg>
1.0,0.003993055555555555,14,13,1,1,11,fr,aime/aimer<vblex><pri><p1><sg>
1.0,0.30137731481481483,87,83,1,1,5,fr,mon/mon<det><pos><m><sg>
1.0,0.002685185185185185,10,10,1,1,19,en,beer/beer<n><sg>
1.0,0.003587962962962963,3,2,1,1,13,it,biscotti/biscotto<n><m><pl>
1.0,5.023449074074074,8,8,1,1,15,en,i/prpers<prn><subj><p1><mf><sg>
1.0,2.030613425925926,7,6,1,1,3,en,where/where<adv><itg>
1.0,7.570057870370371,4,4,5,5,8,es,niña/niño<n><f><sg>
0.0,0.0020833333333333333,20,18,1,0,1,en,woman/woman<n><sg>
1.0,5.687615740740741,4,4,1,1,7,es,papa/papa<n><f><sg>
1.0,1.9995601851851852,3,3,1,1,20,en,coffee/coffee<n><sg>
1.0,0.8023726851851852,7,7,1,1,16,fr,elle/il<prn><tn><p3><f><sg>
1.0,17.543993055555557,6,5,2,2,8,en,skirt/skirt<n><sg>
1.0,0.002916666666666667,9,9,1,1,0,en,orange/orange<n><sg>
1.0,0.0018981481481481482,5,5,1,1,1,en,sugar/sugar<n><sg>
1.0,0.016215277777777776,68,56,3,3,11,en,book/book<n><sg>
1.0,0.0038310185185185183,7,7,1,1,13,pt,<*sf>/juventude<n><f><*numb>
1.0,7.925972222222223,3,3,4,4,8,fr,ai/avoir<vblex><pri><p1><sg>
1.0,4.792870370370371,3,2,1,1,12,it,<*sf>/ricevere<vblex><pri><*pers><*numb>
1.0,11.305057870370371,7,7,10,10,15,en,am/be<vbser><pri><p1><sg>
1.0,0.022314814814814815,5,4,2,2,7,es,motivo/motivar<vblex><pri><p1><sg>
1.0,87.91708333333334,6,5,1,1,19,en,dogs/dog<n><pl>
1.0,37.01209490740741,17,17,2,2,15,en,eats/eat<vblex><pri><p3><sg>
1.0,0.0006018518518518519,10,8,2,2,4,en,fruit/fruit<n><sg>
1.0,1.0231828703703705,25,25,1,1,23,it,lei/lui<prn><tn><p3><f><sg>
0.714285714286,0.3359259259259259,12,11,7,5,22,fr,les/le<det><def><mf><pl>
1.0,2.8165625,4,4,6,6,19,en,give/give<vblex><inf>
1.0,0.0015625,5,5,1,1,21,fr,salut/salut<ij>
1.0,0.0033680555555555556,8,8,1,1,15,en,by/by<pr>
0.5,1.8379282407407407,6,6,2,1,21,en,hat/hat<n><sg>
1.0,0.4073148148148148,5,4,1,1,16,fr,bois/boire<vblex><pri><p2><sg>
1.0,11.293993055555555,12,8,1,1,0,de,liest/lesen<vblex><pri><p3><sg>
1.0,5.108148148148148,42,38,1,1,19,en,if/if<cnjsub>
1.0,0.001261574074074074,178,163,2,2,10,fr,tu/tu<prn><tn><p2><mf><sg>
1.0,0.016006944444444445,10,9,1,1,17,en,have/have<vblex><pres>
1.0,0.001574074074074074,5,5,1,1,19,en,we/prpers<prn><subj><p1><mf><pl>
0.8,94.97634259259259,3,2,5,4,1,es,agua/agua<n><f><sg>
0.0,0.0005902777777777778,6,4,1,0,0,de,mögen/mögen<vbmod><pri><p1><pl>
1.0,0.16140046296296295,8,5,1,1,20,en,hats/hat<n><pl>
1.0,2.319189814814815,7,7,2,2,12,en,walk/walk<vblex><pres>
1.0,0.005625,3,1,1,1,0,pt,leite/leite<n><m><sg>
1.0,0.001979166666666667,8,7,1,1,0,de,zeitung/zeitung<n><f><sg><acc>
1.0,0.9139699074074074,35,34,2,2,18,de,ist/sein<vbser><pri><p3><sg>
1.0,1.8488310185185186,144,136,1,1,21,en,my/my<det><pos><sp>
1.0,0.0026041666666666665,8,5,4,4,15,es,carta/carta<n><f><sg>
1.0,5.286203703703704,4,3,5,5,2,en,birds/bird<n><pl>
1.0,9.051319444444445,3,3,2,2,17,en,'s/'s<gen>
1.0,0.005648148148148148,14,10,1,1,4,en,have/have<vblex><inf>
1.0,5.324548611111111,3,3,1,1,17,it,uva/uva<n><f><sg>
1.0,0.007442129629629629,3,2,1,1,18,en,shoe/shoe<n><sg>
1.0,0.0029976851851851853,13,13,2,2,16,en,horses/horse<n><pl>
1.0,5.074837962962963,5,5,3,3,15,en,boy/boy<n><sg>
1.0,0.008356481481481482,4,4,3,3,4,de,isst/essen<vblex><pri><p3><sg>
1.0,0.015231481481481481,7,5,2,2,2,de,trinken/trinken<vblex><pri><p3><pl>
1.0,2.0128125,2,2,1,1,3,es,oyes/oír<vblex><pri><p2><sg>
1.0,6.607881944444444,3,3,3,3,4,es,gatas/gato<n><f><pl>
0.5,6.99556712962963,2,2,2,1,12,de,fischsandwich/fisch<n>
1.0,2.0390046296296296,15,14,2,2,0,en,you/prpers<@ij:thank_you>
0.0,0.20267361111111112,5,4,1,0,20,de,passenden/passend<adj><pst><mf><pl><nom><mix>
1.0,1.1844097222222223,26,25,2,2,23,en,water/water<n><sg>
1.0,1.1666666666666667,100,92,1,1,19,en,money/money<n><sg>
1.0,0.019849537037037037,4,4,1,1,15,fr,<*sf>/devoir<vbmod><pri><*pers><*numb>
1.0,6.273958333333334,5,5,1,1,21,es,es/ser<vbser><pri><p3><sg>
1.0,5.875763888888889,5,5,1,1,0,en,skirts/skirt<n><pl>
1.0,0.007766203703703704,2,2,1,1,20,en,reply/reply<n><sg>
1.0,0.7549189814814815,10,7,4,4,19,es,un/uno<det><ind><m><sg>
1.0,46.93032407407407,8,7,1,1,19,es,nosotros/prpers<prn><tn><p1><m><pl>
1.0,1.7466203703703704,8,6,1,1,0,it,griglia/griglia<n><f><sg>
1.0,0.009293981481481481,11,10,1,1,8,en,she/prpers<prn><subj><p3><f><sg>
1.0,3.9131365740740742,162,148,1,1,17,en,them/prpers<prn><obj><p3><mf><pl>
0.0,0.007789351851851852,227,130,1,0,2,en,dog/dog<n><sg>
1.0,3.995185185185185,3,3,3,3,6,es,corto/corto<adj><m><sg>
1.0,0.002349537037037037,4,4,1,1,18,es,como/comer<vblex><pri><p1><sg>
0.75,3.0127546296296295,4,3,4,3,14,de,lehrer/lehrer<n><m><sg><dat>
0.75,260.2734027777778,10,9,4,3,14,fr,grand/grand<adj><m><sg>
1.0,0.0029976851851851853,9,7,1,1,14,en,do/do<vbdo><pres>
0.0,2.8197337962962963,7,4,1,0,5,de,freude/freude<n><f><sg><*case>
1.0,2.3642708333333333,2,1,2,2,22,es,piensa/pensar<vblex><pri><p3><sg>
1.0,2.041608796296296,1,1,1,1,0,fr,anglais/anglais<adj><m><sp>
1.0,0.002349537037037037,14,12,1,1,1,it,zucchero/zucchero<n><m><sg>
0.0,47.362430555555555,3,3,1,0,20,fr,ta/ton<det><pos><f><sg>
1.0,2.999039351851852,3,3,1,1,18,en,black/black<adj>
1.0,1.7793287037037038,89,76,4,4,19,es,manzana/manzana<n><f><sg>
0.8,0.8549884259259259,6,5,5,4,22,de,spielt/spielen<vblex><pri><p3><sg>
1.0,0.009525462962962963,5,4,1,1,21,de,einen/ein<det><ind><m><sg><acc>
1.0,0.0030671296296296297,28,25,2,2,7,fr,un/un<det><ind><m><sg>
1.0,19.90369212962963,3,3,1,1,14,es,cocino/cocinar<vblex><pri><p1><sg>
1.0,0.009212962962962963,10,8,1,1,15,en,men/man<n><pl>
1.0,30.956608796296297,9,8,1,1,9,es,limón/limón<n><m><sg>
1.0,0.013761574074074074,31,28,4,4,12,es,es/ser<vbser><pri><p3><sg>
0.0,1.82125,7,7,1,0,18,de,dein/dein<prn><pos><m><sg><nom>
1.0,26.901747685185185,5,5,1,1,21,de,ihren/ihr<prn><pos><mf><pl><dat>
1.0,0.025127314814814814,9,8,1,1,11,es,hasta/hasta<pr>
0.0,28.040393518518517,4,2,1,0,18,fr,le/le<prn><pro><p3><nt>
1.0,1.22125,6,5,1,1,5,pt,os/o<det><def><m><pl>
1.0,3.489837962962963,3,3,1,1,19,fr,rouge/rouge<adj><mf><sg>
1.0,6.67912037037037,36,33,2,2,11,en,a/a<det><ind><sg>
0.5,0.017685185185185186,2,2,2,1,14,fr,es/être<vbser><pri><p2><sg>
1.0,0.008958333333333334,59,56,3,3,3,en,my/my<det><pos><sp>
1.0,28.886747685185185,5,5,1,1,10,en,started/start<vblex><past>
1.0,0.003564814814814815,1,1,1,1,20,it,compleanno/compleanno<n><m><sg>
1.0,0.4174189814814815,1,1,1,1,11,fr,manges/manger<vblex><pri><p2><sg>
1.0,1.7675347222222222,3,2,1,1,23,en,women/woman<n><pl>
1.0,7.025590277777778,4,2,1,1,16,en,sandwich/sandwich<n><sg>
1.0,0.5843981481481482,2,2,2,2,23,pt,meninos/menino<n><m><pl>
1.0,1.5547222222222221,10,9,3,3,10,en,just/just<adv>
1.0,0.14653935185185185,7,6,1,1,2,es,hijos/hijo<n><m><pl>
1.0,14.872002314814814,6,6,5,5,6,es,fresas/fresa<n><f><pl>
1.0,0.0015393518518518519,7,7,1,1,20,fr,la/le<det><def><f><sg>
1.0,26.283391203703705,5,5,1,1,9,es,legislación/legislación<n><f><sg>
1.0,3.9542361111111113,24,22,1,1,0,en,water/water<n><sg>
0.666666666667,26.02625,61,56,3,2,1,en,man/man<n><sg>
1.0,2.9776504629629628,11,11,2,2,0,en,bear/bear<n><sg>
1.0,0.010324074074074074,17,13,1,1,2,it,non/non<adv>
1.0,31.477013888888887,75,67,4,4,14,fr,y/y<prn><pro><adv>
1.0,0.5908449074074074,174,166,1,1,16,fr,chats/chat<n><m><pl>
1.0,0.002002314814814815,2,2,1,1,5,it,zucchero/zucchero<n><m><sg>
1.0,0.9815856481481482,4,4,3,3,14,it,mensilmente/mensilmente<adv>
0.0,71.73945601851852,3,2,1,0,6,es,ese/ese<det><dem><m><sg>
1.0,0.047928240740740743,5,4,3,3,3,fr,mon/mon<det><pos><m><sg>
1.0,13.123344907407407,94,87,3,3,16,en,are/be<vbser><pres>
1.0,0.001724537037037037,4,4,1,1,0,es,justo/justo<adj><m><sg>
0.0,0.014722222222222222,11,10,1,0,13,es,en/en<pr>
0.0,8.23525462962963,7,7,1,0,18,fr,<*sf>/parler<vblex><pri><*pers><*numb>
1.0,3.8548495370370373,24,23,2,2,23,de,trinkt/trinken<vblex><pri><p3><sg>
1.0,0.0038773148148148148,25,24,2,2,13,en,turtles/turtle<n><pl>
1.0,12.63769675925926,4,2,1,1,17,en,however/however<adv>
1.0,0.0038194444444444443,9,8,1,1,19,fr,chiens/chien<n><m><pl>
1.0,35.154074074074074,2,2,2,2,20,fr,sommes/être<vbser><pri><p1><pl>
1.0,0.0030671296296296297,80,69,1,1,21,fr,le/le<det><def><m><sg>
1.0,57.1396875,12,12,1,1,0,fr,vin/vin<n><m><sg>
1.0,172.07155092592592,3,3,1,1,1,en,cooks/cook<vblex><pri><p3><sg>
0.8,184.58979166666666,4,4,5,4,3,en,woman/woman<n><sg>
1.0,0.004502314814814815,11,10,1,1,1,de,liest/lesen<vblex><pri><p3><sg>
1.0,0.0030671296296296297,7,6,4,4,1,es,niño/niño<n><m><sg>
1.0,1.9221296296296295,9,9,1,1,18,en,skirt/skirt<n><sg>
